site_code,timestamp_local,nh4_uM,no3_uM,po4_uM,tdn_uM,tdp_uM,tpc_uM,tpn_uM,tpp_uM,tss_mgperLiter,spec_cond_uSpercm
RG01,2005-02-19T01:00:00,2.7,189.6,2.1,221.1,1.4,-999,-999,34.1,-999,1234
RG01,2005-02-19T03:00:00,2.2,106.2,7.7,152.5,4.4,-999,-999,392.3,-999,632
RG01,2005-02-19T05:00:00,2.9,85.7,5.2,130.3,3.8,-999,-999,82.8,-999,477
RG01,2005-02-19T07:00:00,1.2,88,5.1,130.2,2.4,-999,-999,25.2,-999,528
RG01,2005-02-19T09:00:00,1,92.8,3.6,139.6,2.4,-999,-999,14.3,-999,536
RG01,2005-02-19T11:00:00,0,99.2,3.5,144.6,2.1,-999,-999,14.9,-999,580
RG01,2005-02-19T15:00:00,0.1,88.8,2.4,127.7,1.5,-999,-999,7.9,-999,530
RG01,2005-02-19T19:00:00,0,89.6,1.9,131.1,1.4,-999,-999,3.3,-999,523
RG01,2005-02-19T23:00:00,1.5,78.1,0,113.2,2.8,-999,-999,38.8,-999,441
RG01,2005-02-20T07:00:00,0.2,83.1,2.2,119.8,1.3,-999,-999,3.6,-999,424
RG01,2005-02-20T03:00:00,0,82.7,2,120.2,1.5,-999,-999,4,-999,464
MC00,2005-02-17T16:45:00,0.2,23.9,2.5,45.5,3,-999,-999,3.3,68,277
MC00,2005-02-17T18:39:00,0.1,24.6,2.1,46.1,2.3,-999,-999,1.2,27,476
MC00,2005-02-17T22:32:00,0.1,34.3,1.7,56.8,1.6,-999,-999,0.7,23.5,602
MC00,2005-02-18T02:08:00,1.8,35.7,1.7,58.6,3.2,-999,-999,11.8,304,390
MC00,2005-02-18T03:16:00,0.3,36.8,2.2,54.9,2.8,-999,-999,11.6,304,194
MC00,2005-02-18T05:46:00,0.7,38.7,5.9,61.4,4.6,-999,-999,21,260,304
MC00,2005-02-18T09:35:00,0,41.1,5.5,66.2,4.6,-999,-999,11.6,192,557
MC00,2005-02-18T12:42:00,0.2,41.1,3.9,65.7,3.7,-999,-999,8.2,248,614
MC00,2005-02-18T18:26:00,0.1,24.7,2.3,42.1,1.7,-999,-999,1.2,49.3,755
MC00,2005-02-18T21:44:00,0.4,27.1,1.9,43.7,1.5,-999,-999,0.6,26,775
BC02,2005-02-20T19:00:00,0.2,217.4,2.4,245,1.4,-999,-999,-999,-999,712
BC02,2005-02-20T20:00:00,0,218.8,3.6,250.2,2.2,-999,-999,-999,-999,727
BC02,2005-02-20T21:00:00,0.6,167.5,10.1,207.8,8.1,-999,-999,-999,-999,603
DV01,2005-02-20T19:00:00,8.6,75,13.6,196.5,13.6,-999,-999,-999,50,1304
DV01,2005-02-20T20:00:00,9.7,73.2,13.5,195.1,13.3,-999,-999,-999,38.3,14
DV01,2005-02-20T21:00:00,0.6,64.9,9.6,140.7,9.4,-999,-999,-999,146,1140
ON02,2005-02-18T08:43:00,1.6,179.4,1.9,211.3,1.2,359,37.2,3.5,187,609
ON02,2005-02-17T14:47:00,0.1,57.3,1.2,78.4,0.7,330.1,30.5,7.8,148,854
ON02,2005-02-17T19:48:00,0.1,134.9,1.5,161.8,1.1,534.9,70.8,6.1,297,762
ON02,2005-02-17T21:48:00,0.1,121,1.2,147.6,0.7,358.8,68.1,3.2,137,804
ON02,2005-02-17T23:48:00,1.4,164.5,2.1,196.1,1.6,5846.1,618.6,83.8,5020,522
ON02,2005-02-18T01:48:00,2.6,128.3,2.4,158.1,1.5,3099,476.2,55.3,1810,325
ON02,2005-02-18T03:48:00,1.3,134.4,2,164.4,1.5,1634.1,169.1,14,770,326
ON02,2005-02-18T05:48:00,1,197.8,1.9,230,1.4,1535.4,240.3,9.7,660,511
ON02,2005-02-18T07:48:00,1,179.3,2,211.4,1.4,827.7,100.6,5.8,292,514
ON02,2005-02-19T12:57:00,3.4,319.9,1.6,367.6,0.7,10616,1101.7,187.1,22100,377
GV01,2005-02-17T15:21:00,0.5,15.6,2.1,39.1,1.4,301.2,25.1,6.1,232,1443
GV01,2005-02-17T16:58:00,1.2,25.6,3.1,49.4,2.1,386.4,31.9,27.4,284,1373
GV01,2005-02-17T20:58:00,0.7,20.1,4,42.8,2,1818.4,143.1,195.8,1570,1287
GV01,2005-02-17T22:58:00,0,23.6,4.2,47.9,2.4,725.8,65.7,58.6,528,1220
GV01,2005-02-18T00:58:00,2.6,21.9,4.4,52.9,2.8,3490,320.1,393.6,4000,990
GV01,2005-02-18T02:58:00,1,22.8,9.2,58.5,3.3,9601.1,938.4,1610.9,10090,679
GV01,2005-02-18T04:58:00,1.4,32.9,7.5,71.7,3.6,4428.4,466.6,523.1,3110,776
GV01,2005-02-18T06:58:00,0.8,28.8,5.9,62.9,3.2,2036.3,150.4,274.8,1760,784
GV01,2005-02-18T08:58:00,0.6,28.4,6.3,56.6,3.6,1636.5,142.3,216.3,1310,877
GV01,2005-02-18T09:44:00,2.2,29.6,4.7,62.2,3.6,2668.9,31.8,175.8,1113,882
GV01,2005-02-19T12:04:00,0.5,58.8,14.9,101.3,4.7,4067.9,484.7,1048.1,6350,475
GV01,2005-02-19T16:04:00,0.7,49.3,22.1,87.8,7.4,7528.1,620.9,1581.5,18200,466
GV01,2005-02-19T20:04:00,0.1,62.7,13.3,95.9,4.1,2578.5,233,492.7,2410,548
GV01,2005-02-20T00:04:00,0.6,57,11.2,94.9,4.1,1881.1,143.1,478.1,2533,608
GV01,2005-02-20T04:04:00,0.6,60.3,8.3,91.3,3.4,1051.6,100.4,223.3,1132,696
GV01,2005-02-20T08:04:00,0.7,59.1,7.3,88.7,3.1,3678.5,153.5,247.2,1196,756
DV01,2005-02-17T15:30:00,7.4,29.6,5.3,92.2,5.1,-999,-999,-999,30.4,1509
DV01,2005-02-17T16:17:00,0.7,54.6,3.4,104.2,3.6,-999,-999,-999,34,1297
DV01,2005-02-17T17:37:00,0.1,73.7,5,118,4.8,-999,-999,-999,36.4,1016
DV01,2005-02-18T10:41:00,0.8,40.5,9,98,8.9,-999,-999,-999,35,557
GV01,2005-02-19T09:16:00,1.1,58.6,28.7,97.6,5.4,3367.2,398.8,646.4,4240,459
MC00,2005-02-19T08:30:00,0.6,41.1,8.9,73.7,7.7,1319.8,91.9,20.5,397.1,334
MC00,2005-02-19T11:30:00,0.8,48.8,6.8,95,6.5,943.8,68.6,7.1,258.6,364
MC00,2005-02-19T13:16:00,0.4,48.5,5.2,84.6,4.7,744.3,63.5,3.6,157.5,418
BC02,2005-02-20T19:54:00,0.1,210,2.9,237,1.3,-999,-999,-999,-999,746
BC02,2005-02-20T22:00:00,1,122.8,12.5,176.6,14.5,-999,-999,-999,-999,490
BC02,2005-02-21T00:01:00,0.6,138.9,10.9,196.1,10.5,-999,-999,-999,-999,501
BC02,2005-02-21T05:26:00,0.4,119,7.2,166,5.6,-999,-999,-999,-999,336
BC02,2005-02-21T08:15:00,0.5,133.1,7.1,178.8,5.3,-999,-999,-999,-999,302
BC02,2005-02-21T11:30:00,0.2,140,6.6,177.3,2.3,-999,-999,-999,-999,305
BC02,2005-02-21T11:50:00,0.6,171.3,7.9,207.5,4.7,-999,-999,-999,-999,535
DV01,2005-02-20T20:30:00,9.6,71.3,13.3,190.9,12.4,-999,-999,-999,62,1370
DV01,2005-02-20T22:30:00,2.2,33.9,10.4,77,10,-999,-999,-999,146.7,396
DV01,2005-02-21T00:35:00,2.1,33.4,15.5,114.6,14.2,-999,-999,-999,188,481
DV01,2005-02-21T05:55:00,2.8,34.2,15.1,112.9,14.7,-999,-999,-999,78,339
DV01,2005-02-21T08:30:00,3.2,39.7,16.5,106.3,12.8,-999,-999,-999,544,333
DV01,2005-02-21T12:00:00,2.3,46.1,15.2,123,14.9,-999,-999,-999,272,339
DV01,2005-02-22T00:30:00,2.1,45.4,13.8,132.2,13.8,-999,-999,-999,228,668
DV01,2005-02-22T12:45:00,3,32.4,16.1,110.5,14.7,-999,-999,-999,96,456
DV01,2005-02-22T13:40:00,3.8,28.5,16.5,121.8,17,-999,-999,-999,82,434
DV01,2005-02-22T14:25:00,3.3,22.4,15.8,106.7,16.3,-999,-999,-999,53.6,367
BC02,2005-02-22T12:30:00,1.4,155.2,9.6,196.6,6,-999,-999,-999,-999,509
BC02,2005-02-22T13:26:00,1.7,138.1,13.2,185.8,11.6,-999,-999,-999,-999,455
BC02,2005-02-22T14:14:00,2,132.6,13.4,184.4,12.9,-999,-999,-999,-999,419
BC02,2005-02-22T17:34:00,1.7,126.1,12.3,168.6,10.6,-999,-999,-999,-999,412
BC02,2005-02-22T20:23:00,1.4,145.1,7.2,186.6,6.4,-999,-999,-999,-999,436
BC02,2005-02-22T21:02:00,1.4,141.5,6,181.9,3.4,-999,-999,-999,-999,429
BC02,2005-02-23T10:30:00,0.4,182.7,2.9,214.5,2.4,-999,-999,-999,-999,547
DV01,2005-02-22T17:17:00,2.7,26,14.5,97.3,13.4,-999,-999,-999,150,310
DV01,2005-02-22T20:10:00,3.3,33.8,16.3,109.8,16.4,-999,-999,-999,370,368
DV01,2005-02-22T20:51:00,3.1,33.8,15.8,104.8,13.5,-999,-999,-999,252,353
DV01,2005-02-23T11:05:00,3.7,61.5,13.4,157.2,14.3,-999,-999,-999,33.1,769
GV01,2005-02-18T12:58:00,1.3,29.5,4.3,61.8,2.7,477.1,40.9,58.6,327,1026
GV01,2005-02-18T18:58:00,0.2,31.3,3.7,56.5,2,191.3,16.6,21.4,130.8,1104
GV01,2005-02-18T20:57:00,0.1,28.8,4.8,55.5,4.7,245.2,20,23.6,136,1099
GV01,2005-02-18T22:57:00,0,28.1,3.5,53.9,2.6,201.3,15.5,23.4,128.2,1049
GV01,2005-02-19T00:57:00,0.9,85.1,4.1,117,4.7,3582.1,343.8,251.3,2786.7,882
GV01,2005-02-19T02:57:00,2.2,23.5,36.8,66.5,36.8,17450.5,1751,2589.5,28000,480
GV01,2005-02-19T04:57:00,2.6,61.8,35.7,111,30.4,16500.9,1642.9,3051.5,34100,470
GV01,2005-02-19T06:57:00,0.6,47.6,36.9,86,5.8,7635.3,724.4,1644.5,9590,424
GV01,2005-02-19T08:57:00,1,51.8,9.6,87,3.6,5428.8,526.4,1140.5,7820,474
ON02,2005-02-18T11:48:00,0.1,174.7,1.1,207.8,0.6,216.1,18.7,16.1,43.6,638
ON02,2005-02-18T17:48:00,0.1,187.3,1.7,211.2,0.8,3494.2,274.2,71.6,2440,677
ON02,2005-02-18T19:48:00,0.9,176,1.8,201,1,1933.5,214.2,42.8,1020,556
ON02,2005-02-18T21:48:00,0.1,173.6,1.5,198.1,1,363.8,32.6,4.6,200,635
ON02,2005-02-18T23:48:00,0.1,126.6,1.7,144.2,0.7,1862.6,231,20.3,820,616
ON02,2005-02-19T01:48:00,9,68.6,4,119.4,4.9,94755.6,8453.9,2799.5,171000,440
ON02,2005-02-19T03:48:00,4.5,239.9,5,279.6,0.3,29489.9,3017.8,682.7,27100,286
ON02,2005-02-19T05:48:00,4.9,163.9,13.4,204.8,4.1,14288.1,1925.1,383.3,43000,282
ON02,2005-02-19T07:48:00,3.8,254,5,293,0.5,15384.1,1779.4,350.5,25700,336
ON02,2005-02-19T08:41:00,5.4,288.5,3.3,338.2,1.6,17352.1,1916,392.1,25300,340
ON02,2005-02-19T10:18:00,4.5,241.3,5.7,289.3,2.5,13954.2,1624.6,290.9,30300,314
ON02,2005-02-19T16:29:00,5.5,283.6,3.3,326.5,2.2,9762.9,959.9,270.3,14800,375
ON02,2005-02-19T16:57:00,4.3,298.8,2.3,337.4,0.2,11475.6,1196.7,251.4,12500,358
ON02,2005-02-19T22:57:00,3.1,307.3,2.1,346.2,0.5,6746.2,850.6,171.2,7450,442
ON02,2005-02-20T02:57:00,3.2,297,1.7,335.9,0.8,5548.1,340.7,115.3,4610,469
ON02,2005-02-20T06:57:00,3.7,314.3,1.5,357.8,0.9,3501.5,167.7,52.7,2710,484
RG01,2005-02-17T16:31:00,0.9,280.4,0.6,318.3,0.3,200.9,19.4,3.2,-999,1553
RG01,2005-02-17T18:31:00,0.4,301.5,1,334.1,0.1,47.2,5.4,0.9,-999,1626
RG01,2005-02-17T20:31:00,0.2,299.1,1.1,337,0.3,46.9,5.4,0.6,-999,1577
RG01,2005-02-17T22:31:00,1.6,272.4,1.1,313.1,0.2,90,6.1,1.4,-999,1450
RG01,2005-02-18T00:31:00,1.8,260.3,1.1,293.1,0.3,289.5,23.2,4.5,-999,1506
RG01,2005-02-18T02:31:00,0.3,244,1.8,284.5,0.7,317.3,31.4,13.4,-999,1340
RG01,2005-02-18T04:31:00,0.6,268.3,1.1,316.1,1.2,241,24.8,7.1,-999,1449
RG01,2005-02-18T08:31:00,0.6,230.7,1.7,264.7,0.2,193.9,20.6,3.7,-999,1420
RG01,2005-02-17T14:45:00,3.9,137.4,1.5,174.7,0.7,508.1,31.3,11.9,-999,947
ON02,2005-02-16T20:01:00,0.1,92.2,1,107.6,0.1,36.5,3.6,-999,6.3,873
ON02,2005-02-17T00:01:00,0.1,82.5,1,102.2,0.1,-999,-999,-999,5.8,890
ON02,2005-02-17T04:01:00,0.1,77.6,1.2,89.2,0.2,19.9,2,-999,4.2,947
ON02,2005-02-17T12:01:00,0.1,62.3,0.9,75.6,0,26.7,3,-999,9.2,952
GV01,2005-02-15T23:37:00,0.3,1.4,1.4,22.1,0.3,40.4,4.2,-999,10.8,1542
GV01,2005-02-16T01:37:00,0.3,3.4,1.5,21.5,0.2,34.5,3.7,-999,13.3,1506
GV01,2005-02-16T03:37:00,0.7,10.6,2.1,30.6,0.8,296.7,21.7,-999,119.5,1420
GV01,2005-02-16T05:37:00,1.5,54.6,2.5,82.5,1.8,1366,108.7,21.4,566,1208
GV01,2005-02-16T07:37:00,1.1,25,3.1,48.7,2,387.7,29.6,29.1,266,1209
GV01,2005-02-16T09:37:00,0.9,20.4,3.1,44.4,2.3,1058.3,77.5,37.3,708,1296
GV01,2005-02-16T11:37:00,0.4,16.3,3.3,40.2,2.4,599.6,46.1,18.6,488,1338
GV01,2005-02-16T15:37:00,0.1,7.2,2.5,29.4,1.1,178.1,13.9,4.9,63,1351
GV01,2005-02-16T23:37:00,0,11.1,2.2,30,1,70,6.6,-999,32,1437
GV01,2005-02-16T19:37:00,0.1,6.3,2.2,26.1,1,61.1,7.2,-999,31,1448
GV01,2005-02-17T05:39:00,0,13.6,1.8,34.9,0.8,42.6,5.3,-999,22.5,1473
GV01,2005-02-17T11:39:00,0.9,10.3,1.8,33,0.6,47.1,6.2,-999,15.6,1418
GV01,2005-02-17T13:39:00,0.8,11.6,1.7,34.4,0.7,172.8,15.4,1.9,29.1,1415
DV01,2005-02-23T14:35:00,2.3,70.4,12.9,171.1,13.3,-999,-999,-999,43.5,844
DV01,2005-02-24T12:37:00,5.1,117.3,10.7,225.6,10.1,-999,-999,-999,39,1687
BC02,2005-02-23T14:45:00,0.3,179,3.3,217.7,2.3,-999,-999,-999,-999,542
BC02,2005-02-24T12:07:00,0.1,219.3,2.2,255,1.3,-999,-999,-999,-999,700
ON02,2005-02-20T12:03:00,3.4,321.9,1.8,367.9,1.3,2014.4,158.7,36.8,2170,501
AB00,2005-02-22T16:35:00,1.2,56,11.6,95.8,13.3,-999,-999,-999,2926.6,477
AB00,2005-02-22T20:07:00,0.8,69.5,10,114.2,12,-999,-999,-999,2670,510
AB00,2005-02-22T22:15:00,1,77.9,8.2,122,9.9,-999,-999,-999,1290,537
AB00,2005-02-23T02:23:00,1.1,86.4,5.4,123.9,5.6,-999,-999,-999,784,923
AB00,2005-02-23T07:48:00,1.4,95.3,4.1,129.2,5,-999,-999,-999,-999,707
AB00,2005-02-23T10:24:00,1.3,95.3,4.1,129.6,10.3,-999,-999,-999,-999,738
AB00,2005-02-23T14:18:00,1.2,95.7,3.6,131.2,3.9,-999,-999,-999,-999,766
AB00,2005-02-23T19:24:00,1.1,95.6,3.1,127.5,4.3,-999,-999,-999,380,801
AB00,2005-02-24T08:10:00,1.3,94.6,2.7,127.3,3.3,-999,-999,-999,248,901
MC00,2005-02-22T16:50:00,1.1,35.7,6.9,67.7,6.3,763.1,50.5,8.6,392,550
MC00,2005-02-22T20:18:00,0.4,53.4,8.4,103.9,8,365,31,6.3,230,299
MC00,2005-02-22T22:28:00,0.3,58.3,6.6,100.6,5.4,215.6,22.8,2.2,119,327
MC00,2005-02-23T08:04:00,0.3,62.9,4.2,92.1,3.1,-999,-999,-999,-999,391
MC00,2005-02-23T10:35:00,0.3,64,3.6,97.1,2.3,93.4,8.5,1.2,-999,404
MC00,2005-02-23T14:30:00,0.2,64.1,3.5,93.8,2.2,-999,-999,-999,-999,409
MC00,2005-02-23T19:36:00,0.2,62.4,3.1,89.2,1.9,885.4,75.9,8.4,27.5,435
MC00,2005-02-24T07:54:00,0.1,60.3,2.8,83.6,1.5,-999,-999,-999,18.5,481
AT07,2005-02-22T16:20:00,1.5,127.3,20.7,104.2,16.2,-999,-999,-999,-999,434
AT07,2005-02-22T19:57:00,0.1,109.2,13,122.5,14.5,-999,-999,-999,-999,571
AT07,2005-02-22T22:03:00,0.8,98.8,13.1,149.6,14.9,-999,-999,-999,-999,761
AT07,2005-02-23T02:10:00,0.6,48.1,9.1,192.9,16,-999,-999,-999,-999,1083
AT07,2005-02-23T07:36:00,0.1,52.6,12,188.6,13.2,-999,-999,-999,-999,1261
AT07,2005-02-23T10:10:00,0.1,54.9,11.7,175.6,12.1,-999,-999,-999,-999,1300
AT07,2005-02-23T14:07:00,1,48.3,9.8,169,10.1,-999,-999,-999,-999,1339
AT07,2005-02-23T19:11:00,0.3,23.6,8.5,145.6,9.7,-999,-999,-999,-999,1313
AT07,2005-02-24T08:25:00,0.8,40.2,13.5,131,7.6,-999,-999,-999,-999,1402
GV01,2005-02-20T13:25:00,0.5,57,5.6,83.8,2.7,652.9,57.6,102,655,781
GV01,2005-02-23T10:24:00,1.4,80.2,5.6,108.4,3.4,2130.5,210.8,353.7,2080,698
ON02,2005-02-23T08:41:00,2.6,353.8,2.7,389.6,0.3,-999,-999,108.8,9880,473
RS02,2005-02-22T17:15:00,0.2,40.9,2.4,77.1,0.8,-999,-999,-999,-999,209
RS02,2005-02-22T20:47:00,0.1,45.4,1.9,61.1,0.3,-999,-999,-999,-999,260
RS02,2005-02-22T22:44:00,0.1,45.9,1.9,62.2,0.3,-999,-999,-999,-999,264
RS02,2005-02-23T02:56:00,0.1,47,1.8,60.4,0.3,-999,-999,-999,-999,288
RS02,2005-02-23T08:28:00,0,47.2,1.7,59.9,0.2,-999,-999,-999,-999,304
RS02,2005-02-23T10:55:00,0.1,47.9,1.8,60,0.3,-999,-999,-999,-999,309
RS02,2005-02-23T15:05:00,0,46.6,1.9,58.6,0.4,-999,-999,-999,-999,321
RS02,2005-02-23T20:03:00,0.1,44.8,1.9,56.1,0.2,-999,-999,-999,-999,342
RS02,2005-02-24T07:33:00,0.1,41,1.6,54.5,0.1,-999,-999,-999,-999,371
AB00,2005-02-17T16:32:00,4.8,61.2,4.1,92.9,1.4,-999,-999,-999,370,970
AB00,2005-02-17T18:28:00,4.1,44,3.7,79.5,0.9,-999,-999,-999,230,652
AB00,2005-02-17T22:16:00,7.4,40.4,3.1,73,1.1,-999,-999,-999,113,739
AB00,2005-02-18T03:06:00,6.1,32.7,9.4,62.7,1.3,-999,-999,-999,8150,564
AB00,2005-02-18T05:30:00,3.4,46.8,9.2,79,2.3,-999,-999,-999,870,405
AB00,2005-02-18T09:20:00,5,52,6.1,81.4,3.2,-999,-999,-999,298,691
AB00,2005-02-18T12:27:00,6.1,59.1,6.2,93.6,3.3,-999,-999,-999,370,1029
AB00,2005-02-18T15:15:00,6.7,62.8,5.7,103.2,3.2,-999,-999,-999,280,1253
AB00,2005-02-18T18:12:00,8.2,65.5,4.9,99.1,2.5,-999,-999,-999,202,1451
AB00,2005-02-18T22:40:00,10.8,71.3,4.6,110.3,2.3,-999,-999,-999,172,1573
AB00,2005-02-19T00:44:00,2.8,52.6,4.6,73.9,1.5,-999,-999,-999,1260,802
AB00,2005-02-19T02:52:00,18,24,15.3,63.5,2.5,-999,-999,-999,3690,509
AB00,2005-02-19T08:20:00,1,51.9,16.5,87.5,5.8,-999,-999,-999,1840,455
AB00,2005-02-19T11:20:00,2.2,81.5,11.6,127.1,6.5,-999,-999,-999,1640,701
AB00,2005-02-19T13:03:00,3,88.7,8.9,142.8,6.2,-999,-999,-999,1130,781
AB00,2005-02-19T16:58:00,0.4,44.5,8.6,71.9,2.7,-999,-999,-999,1452,493
AT07,2005-02-20T06:12:00,1.6,53.4,16.7,108.4,8.2,-999,-999,-999,-999,1066
MC00,2005-02-20T06:33:00,0.1,41.5,4.5,65.4,1.6,633.5,49.4,4.6,143,369
AT07,2005-02-20T11:49:00,1.2,65.3,15.7,101.7,7.9,-999,-999,-999,-999,1136
MC00,2005-02-20T12:10:00,0.1,39.1,3.2,60.7,1.1,174,15.9,1.1,50,410
AT07,2005-02-20T16:54:00,0.9,85.1,16.1,99.3,7.6,-999,-999,-999,-999,1185
MC00,2005-02-20T17:17:00,0,38.3,2.9,55.1,1.2,90.1,7.9,0.6,27.6,465
MC00,2005-02-20T20:10:00,0.2,29.7,2.6,45.8,1.3,1040.8,52.9,6.3,335.3,372
AT07,2005-02-20T21:31:00,0.2,119.8,13.6,42.1,5.1,-999,-999,-999,-999,257
MC00,2005-02-20T21:58:00,0,18.3,6.4,33.8,3.5,2055.8,83,21.3,424,185
AT07,2005-02-20T20:43:00,0.9,127.2,16.8,62.4,2.6,-999,-999,-999,-999,668
AT07,2005-02-20T23:00:00,0.1,113.2,13.1,63.4,6.8,-999,-999,-999,-999,349
AT07,2005-02-21T01:20:00,0.1,106.8,12,100,9.4,-999,-999,-999,-999,410
MC00,2005-02-21T01:55:00,0.2,52.6,6.4,98.5,3.4,2686.3,153.6,46,1364,201
AT07,2005-02-21T03:30:00,1.1,81.6,11.3,96,8,-999,-999,-999,-999,358
MC00,2005-02-21T04:05:00,0.1,55.5,6.5,96.6,2.8,2258.3,155.3,38.2,1088,200
AT07,2005-02-21T06:02:00,0.1,77.2,10.7,146.2,9.6,-999,-999,-999,-999,464
MC00,2005-02-21T06:39:00,0.2,50.3,4.8,81.4,1.8,896.5,74.2,15.9,742,188
AT07,2005-02-21T07:15:00,1.2,48.2,12.1,93.7,9.6,-999,-999,-999,-999,283
MC00,2005-02-21T07:40:00,0.5,54.9,8.8,95.6,5,2048.5,174.4,45.6,1048,209
AT07,2005-02-21T09:04:00,0.1,45.8,10.9,149.4,10.6,-999,-999,-999,-999,481
MC00,2005-02-21T09:30:00,0.3,59.2,6,102.7,3.2,767.9,60.3,16.1,580,210
AT07,2005-02-21T11:03:00,0.3,43.1,10.6,209.5,16.8,-999,-999,-999,-999,690
MC00,2005-02-21T11:28:00,0.1,65.3,4.9,102.7,2.1,621.1,56.9,14.2,548,226
AT07,2005-02-21T12:57:00,1.7,19.7,10.3,218,15.2,-999,-999,-999,-999,842
MC00,2005-02-21T13:17:00,0.1,66.7,4.8,102.3,2.3,732.8,54.7,9.7,421.1,255
MC00,2005-02-21T18:04:00,0.1,67.2,4,94.8,1.5,628.2,51.8,5.1,182,278
AT07,2005-02-21T18:26:00,0.1,37,5.6,180.3,8.9,-999,-999,-999,-999,1064
AT07,2005-02-21T22:16:00,0.8,28.3,12.6,164.2,9.2,-999,-999,-999,-999,1198
MC00,2005-02-20T23:30:00,0.1,30.5,8,63.7,4.2,5158.3,387.9,0,2520,270
AT07,2005-02-22T02:55:00,1.3,52.2,15.2,93.6,6.3,-999,-999,-999,-999,752
AT07,2005-02-22T07:40:00,1.8,47.3,20.1,103.5,6.1,-999,-999,-999,-999,752
AT07,2005-02-22T11:30:00,1.6,81.9,19.2,98.3,5.9,-999,-999,-999,-999,760
AT07,2005-02-22T13:16:00,1.7,48.5,19.8,86.7,4.7,-999,-999,-999,-999,590
AT07,2005-02-22T13:55:00,1.1,84.2,19.4,58.4,4.1,-999,-999,-999,-999,331
AT07,2005-02-22T18:11:00,0,134.3,18.4,84.4,9.3,-999,-999,-999,-999,409
AT07,2005-02-24T17:06:00,0.1,79.8,9.9,136,5.7,-999,-999,-999,-999,1493
AT07,2005-02-25T07:25:00,0,57.7,9,112.3,6.2,-999,-999,-999,-999,1420
AT07,2005-02-26T10:55:00,0,114.1,7.1,166,5.1,-999,-999,-999,-999,2262
AB00,2005-02-20T12:00:00,2,75.5,5,128,2,-999,-999,-999,356,804
AB00,2005-02-22T02:42:00,0.1,78,7,108.8,1.9,-999,-999,-999,888,573
AB00,2005-02-22T07:51:00,0.7,78.3,6.2,115.2,1.6,-999,-999,-999,962,579
AB00,2005-02-22T11:41:00,0.6,81.7,7,122,3.1,-999,-999,-999,666,622
AB00,2005-02-22T13:28:00,0.5,61.6,11.8,92.1,2.5,-999,-999,-999,2120,519
AB00,2005-02-22T14:06:00,1.4,51.4,16.6,89.2,2.4,-999,-999,-999,5500,441
AB00,2005-02-22T18:26:00,0.9,51.3,19.8,88.7,4.6,-999,-999,-999,2490,458
AB00,2005-02-24T17:20:00,2.2,97.3,3.8,120.8,0.6,-999,-999,-999,248.7,977
AB00,2005-02-25T07:36:00,2.1,96.8,3.3,124.7,0.8,-999,-999,-999,180,1058
AB00,2005-02-26T10:40:00,4,98.8,2.9,127.9,0.4,-999,-999,-999,86,1179
RS02,2005-02-20T06:50:00,0,22.6,1.5,38.5,0.1,-999,-999,-999,-999,343
RS02,2005-02-20T12:30:00,0.1,22.2,1.5,36.6,0.2,-999,-999,-999,-999,403
RS02,2005-02-20T17:36:00,0.1,20.7,1.4,33.1,0,-999,-999,-999,-999,378
RS02,2005-02-20T20:26:00,0.2,19.7,1.6,30.9,0.4,-999,-999,-999,-999,401
RS02,2005-02-20T22:15:00,0.1,29.8,1.8,45.8,0.3,-999,-999,-999,-999,333
RS02,2005-02-20T23:50:00,0.5,83.8,3.1,170.9,0.7,-999,-999,-999,-999,102
RS02,2005-02-21T02:19:00,0.1,65.2,2.1,123,0.5,-999,-999,-999,-999,123
RS02,2005-02-21T04:25:00,0.4,90.5,2.6,188.4,0.9,-999,-999,-999,-999,92
RS02,2005-02-21T06:59:00,0.2,55.4,2.2,96.1,0.4,-999,-999,-999,-999,124
RS02,2005-02-21T07:58:00,0.1,48.4,1.9,71.6,0.4,-999,-999,-999,-999,147
RS02,2005-02-21T09:50:00,0.1,51.3,1.9,68,0.5,-999,-999,-999,-999,169
RS02,2005-02-21T13:36:00,0.1,54,1.8,71.8,0.5,-999,-999,-999,-999,207
RS02,2005-02-21T17:46:00,0.1,53.6,1.7,66.8,0.3,-999,-999,-999,-999,234
RS02,2005-02-21T21:35:00,0.1,53.1,1.8,64.1,2.1,-999,-999,-999,-999,258
RS02,2005-02-22T02:17:00,0.1,42.4,1.7,51.9,0,-999,-999,-999,-999,246
RS02,2005-02-22T08:26:00,0.1,45,1.8,57.5,0.3,-999,-999,-999,-999,279
RS02,2005-02-21T11:48:00,0.1,54.1,1.9,72,0.2,-999,-999,-999,-999,193
RS02,2005-02-22T12:10:00,0.1,44.7,1.6,52.3,0.6,-999,-999,-999,-999,300
RS02,2005-02-22T14:37:00,0.1,44.8,1.8,56,0.2,-999,-999,-999,-999,271
RS02,2005-02-22T18:59:00,0.1,41.4,1.7,53.8,0.3,-999,-999,-999,-999,243
RS02,2005-02-24T17:56:00,0,34.1,1.6,37,0,-999,-999,-999,-999,376
RS02,2005-02-25T08:06:00,0.2,30.8,1.5,32.1,0,-999,-999,-999,-999,426
RS02,2005-02-26T10:06:00,0.2,24.8,1.4,26.5,0,-999,-999,-999,-999,452
MC00,2005-02-21T21:50:00,0.1,69.7,3.5,91.8,1.5,315.4,24.2,2,128,316
