day,DO.obs,SpCond,turbidity,turbidity.capped,pH,tempwater
2006-06-02,6.755,295.94117647058823,37,37,8.426764705882352,25.485
2006-06-03,7.1003125,296.4895833333333,38.645833333333336,38.645833333333336,8.414895833333333,23.800416666666667
2006-06-04,7.0165625,296.4270833333333,41.5,41.5,8.404375,23.9271875
2006-06-05,6.9290625,296.5104166666667,41.76923076923077,41.76923076923077,8.409895833333334,24.210520833333334
2006-06-06,6.991770833333334,295.0833333333333,43.041666666666664,43.041666666666664,8.4265625,22.966354166666665
2006-06-07,7.2394791666666665,295.2708333333333,47.104166666666664,47.104166666666664,8.429895833333333,21.3246875
2006-06-08,7.071875,293.6875,48.34375,48.34375,8.407395833333334,21.662395833333335
2006-06-09,6.9390625,294.6041666666667,46.447916666666664,46.447916666666664,8.391458333333334,22.2809375
2006-06-10,6.706041666666667,293.5625,47.395833333333336,47.395833333333336,8.366145833333333,23.272291666666668
2006-06-11,6.631458333333334,320.1875,167.91397849462365,167.91397849462365,8.328958333333334,23.303229166666668
2006-06-12,6.676458333333334,296.6041666666667,51.892857142857146,51.892857142857146,8.39375,23.846875
2006-06-13,6.603229166666667,293.3125,43.02105263157895,43.02105263157895,8.413854166666667,24.363958333333333
2006-06-14,6.498333333333333,289.2916666666667,49.522222222222226,49.522222222222226,8.425104166666667,24.064895833333335
2006-06-15,6.706354166666666,290.3125,34.88636363636363,34.88636363636363,8.425625,21.984166666666667
2006-06-16,6.682083333333333,290.3020833333333,38.86813186813187,38.86813186813187,8.386354166666667,20.923541666666665
2006-06-17,6.69375,288.6979166666667,35.77894736842105,35.77894736842105,8.4228125,22.1265625
2006-06-18,6.535833333333334,286.84375,36.1578947368421,36.1578947368421,8.426875,23.1390625
2006-06-19,6.2746875,287.5729166666667,35.354166666666664,35.354166666666664,8.4390625,23.674895833333334
2006-06-20,5.997333333333334,288.2,37.08888888888889,37.08888888888889,8.457777777777778,23.589
2006-06-21,5.8220833333333335,287.9270833333333,39.114583333333336,39.114583333333336,8.423125,23.871354166666666
2006-06-22,5.859479166666667,287.5,37.614583333333336,37.614583333333336,8.3971875,24.034375
2006-06-23,5.876354166666666,287.59375,39.458333333333336,39.458333333333336,8.413333333333334,24.7040625
2006-06-24,5.934895833333333,287.09375,42.822916666666664,42.822916666666664,8.397291666666666,24.6390625
2006-06-25,6.249375,287.1458333333333,43.53125,43.53125,8.3455208333333335,22.8796875
2006-06-26,6.59,285.4,47.25396825396825,47.25396825396825,8.373285714285714,21.761
