site_code,timestamp_local,nh4_uM,no3_uM,po4_uM,tdn_uM,tdp_uM,tpc_uM,tpn_uM,tpp_uM,tss_mgperLiter,spec_cond_uSpercm
TE03,2005-11-09T18:00:00,0.6,354.5,6.3,515.8,7.5,-999,-999,-999,-999,1151
GV03,2005-11-10T10:45:00,1.3,11.3,1.2,28.7,1.4,-999,-999,-999,-999,1524
MC46,2005-11-10T10:40:00,1.3,112.3,2.5,134.3,2.6,-999,-999,-999,-999,-999
AB31,2005-11-10T09:49:00,14.9,48.1,2.9,96.7,1.8,-999,-999,-999,-999,-999
MA40,2005-11-10T10:30:00,0.7,59.7,3.5,96.5,3.1,-999,-999,-999,-999,-999
AB44,2005-11-10T10:20:00,14.2,82.1,4,140.8,4.1,-999,-999,-999,-999,-999
MC47,2005-11-10T10:49:00,0.6,122,1.8,138.7,1.8,-999,-999,-999,-999,-999
TE03,2005-11-09T08:45:00,1.5,405.6,8.5,487.5,9.2,-999,-999,-999,-999,752
HO01,2005-11-10T09:55:00,0.7,4,0,13.9,-0.3,-999,-999,-999,-999,900
HO01,2005-11-09T05:41:00,2.6,0,10.6,70.4,11.1,-999,-999,-999,55.2,671
HO01,2005-11-09T06:41:00,0.3,51.4,6.7,120,7.8,-999,-999,-999,1,506
HO01,2005-11-09T07:41:00,0.1,52.8,4,109.6,4.9,-999,-999,-999,1.1,519
HO01,2005-11-09T08:41:00,0.1,30.4,1,62.3,1.5,-999,-999,-999,212,731
HO01,2005-11-09T09:41:00,0.1,26.8,0.5,72.4,1.4,-999,-999,-999,-999,453
HO01,2005-11-09T10:41:00,0.1,29.7,0.6,70.3,1.4,-999,-999,-999,-999,416
HO01,2005-11-09T11:41:00,0,25.7,0.6,69.6,1.2,-999,-999,-999,-999,419
HO01,2005-11-09T13:41:00,0.1,23,0.7,65,1.2,-999,-999,-999,-999,466
HO01,2005-11-09T15:41:00,0.1,20.1,0.8,57.8,1.1,-999,-999,-999,4.4,516
HO01,2005-11-09T18:12:00,0.1,18.6,0.8,49.7,1.2,-999,-999,-999,-999,595
HO01,2005-11-09T21:12:00,0.1,13.8,0.6,39.3,1.1,-999,-999,-999,-999,681
HO01,2005-11-10T00:12:00,0,10.7,0.4,31.8,0.7,-999,-999,-999,-999,750
HO01,2005-11-10T03:12:00,0.2,9.7,0.6,26,0.3,-999,-999,-999,1.6,805
HO01,2005-11-10T06:12:00,0,6,0.7,21.2,0.4,-999,-999,-999,2.6,841
RCdv,2005-11-10T21:45:00,0.3,2.8,0,5.3,0.3,-999,-999,-999,-999,3
HO01,2005-11-10T12:51:00,0.6,4.8,0.8,17.1,0.7,-999,-999,-999,6,930
HO01,2005-11-10T16:51:00,0.7,2.8,0.7,15.7,0.6,-999,-999,-999,2.8,966
HO01,2005-11-10T20:52:00,0.6,0,0.6,14.4,0.6,-999,-999,-999,1.7,993
HO01,2005-11-11T00:52:00,1,2.1,0.8,12.7,0.6,-999,-999,-999,7,996
HO01,2005-11-11T04:52:00,0.5,1.9,0.8,12.5,0.5,-999,-999,-999,4.8,1018
HO01,2005-11-11T08:52:00,0.5,2.2,0.5,11.1,0.6,-999,-999,-999,3.8,1028
HO01,2005-11-11T16:52:00,0.3,0.6,0.6,9.7,0.5,-999,-999,-999,6.7,1009
HO01,2005-11-12T00:52:00,0.7,1.5,0.8,9.8,0.6,-999,-999,-999,4.8,984
HO01,2005-11-12T08:52:00,0.3,2.2,0.6,9.8,0.6,-999,-999,-999,5.2,920
HO01,2005-11-13T08:52:00,0.2,4.6,0.4,11.2,0.5,-999,-999,-999,7.6,1033
GV03,2005-11-14T12:52:00,0.5,2.6,1.5,19.1,0.8,-999,-999,-999,-999,1441
HO01,2005-11-14T11:55:00,0,0.2,0.9,6.7,0.3,-999,-999,-999,-999,1035
TE03,2005-11-15T12:15:00,0.8,1104.5,1.7,1239.2,2.6,-999,-999,-999,-999,2387
HO01,2005-11-21T09:33:00,0.3,1.4,0.5,7.8,0.3,-999,-999,-999,-999,1085
TE03,2005-11-22T16:40:00,0.3,1272.1,0.8,1435.3,1.2,-999,-999,-999,-999,2446
GV03,2005-11-30T09:02:00,0.2,0.4,0.6,15.8,0.5,-999,-999,-999,-999,1447
TE03,2005-11-30T09:45:00,0.7,709.7,0.6,1491.1,0.9,-999,-999,-999,-999,2410
SC04,2005-11-30T10:25:00,5,154,1.3,173.4,1.2,-999,-999,-999,-999,1543
SC06,2005-11-30T11:20:00,0.4,228.6,0.8,244.5,0.8,-999,-999,-999,-999,1382
SC08,2005-11-30T12:11:00,0,0,0,23.9,0.2,-999,-999,-999,-999,1522
SC10,2005-11-30T13:12:00,0.7,81.5,4.3,101.6,4.3,-999,-999,-999,-999,1200
SC13,2005-11-30T14:20:00,0.6,1.9,2,15.1,1.6,-999,-999,-999,-999,714
HO01,2005-12-01T11:45:00,0.2,1.5,0.5,8.4,0.4,-999,-999,-999,-999,1037
TE03,2005-12-02T06:10:00,2,985.9,1,1528,1.3,-999,-999,-999,-999,2387
TE03,2005-12-02T12:19:00,3.2,972.3,1,975.7,1.1,-999,-999,-999,-999,2374
TE03,2005-12-02T14:10:00,1,598.9,3,713.1,5.5,-999,-999,-999,-999,1447
TE03,2005-12-02T09:15:00,1,430.1,1.6,526.7,2.9,-999,-999,-999,-999,1112
TE03,2005-12-02T10:00:00,2.5,466.1,2.7,550.4,3.2,-999,-999,-999,-999,1164
TE03,2005-12-02T17:00:00,1,568.2,2.8,660,4.5,-999,-999,-999,-999,1412
VR01,2005-12-03T12:04:00,1.3,64.7,2.7,98.7,2.5,-999,-999,-999,-999,-999
VR02,2005-12-03T11:17:00,3.5,78.3,3.3,114.3,3.4,-999,-999,-999,-999,-999
VR03,2005-12-03T10:34:00,4.4,80.5,3.5,117.6,3.4,-999,-999,-999,-999,-999
VR04,2005-12-03T12:03:00,0.4,1.1,0.1,27.1,-0.3,-999,-999,-999,-999,-999
VR06,2005-12-03T09:34:00,1,43.7,0.6,62.4,0,-999,-999,-999,-999,-999
VR07,2005-12-03T11:57:00,1.4,101.3,0.7,132.4,0.6,-999,-999,-999,-999,-999
VR08,2005-12-03T10:47:00,0.3,0.8,1.3,27.8,1.6,-999,-999,-999,-999,-999
VR09,2005-12-03T09:57:00,0.1,74.3,3.2,118,4.3,-999,-999,-999,-999,-999
VR10,2005-12-03T10:57:00,0.6,319.6,0.3,378.6,-0.1,-999,-999,-999,-999,-999
VR13,2005-12-03T09:56:00,0.5,0,0.3,10.7,0.2,-999,-999,-999,-999,-999
VR14,2005-12-03T10:56:00,0.4,0.2,0.3,6.7,0,-999,-999,-999,-999,-999
VR15,2005-12-03T11:56:00,1.3,1.5,0.4,9.1,0.2,-999,-999,-999,-999,-999
VR17,2005-12-03T12:57:00,0.6,232,0.8,276.8,0.6,-999,-999,-999,-999,-999
VR18,2005-12-03T05:30:00,0.4,0,0.3,4.1,-0.1,-999,-999,-999,-999,-999
AT02,2005-12-04T10:20:00,0.9,81.1,9.6,151,11.3,-999,-999,-999,-999,-999
AT03,2005-12-04T10:40:00,0.3,16.9,3.8,70.9,4.9,-999,-999,-999,-999,-999
CS07,2005-12-04T11:20:00,0.2,148.1,19.2,189.7,17.9,-999,-999,-999,-999,-999
LC02,2005-12-04T11:27:00,0.3,772.6,1.8,1082,1.3,-999,-999,-999,-999,-999
GA05,2005-12-04T10:55:00,4.1,1180.3,1.5,1515.6,1.3,-999,-999,-999,-999,-999
GA07,2005-12-04T05:40:00,0.1,0.7,0,0,-0.1,-999,-999,-999,-999,-999
GS01,2005-12-04T12:05:00,1.3,1.2,0.6,38.1,0.3,-999,-999,-999,-999,-999
GS02,2005-12-04T12:12:00,2.5,1.2,0.6,35,0.2,-999,-999,-999,-999,-999
GS03,2005-12-04T12:07:00,1.2,1.2,0.7,21.4,0.3,-999,-999,-999,-999,-999
GS04,2005-12-04T12:14:00,1.1,1,0.7,17.8,1.1,-999,-999,-999,-999,-999
SJ01,2005-12-04T11:07:00,0.1,197.5,0.6,233.9,1.2,-999,-999,-999,-999,-999
SJ07,2005-12-04T11:57:00,0.4,198,0.5,233.9,1,-999,-999,-999,-999,-999
SP01,2005-12-04T11:57:00,0.2,95,1,117.7,1.4,-999,-999,-999,-999,-999
TE03,2005-12-04T10:25:00,0.8,948,1.6,1189.2,2.6,-999,-999,-999,-999,-999
TE03,2005-12-03T00:00:00,3.6,881.5,2.1,1168.9,2.7,-999,-999,-999,-999,2134
HO01,2005-12-05T13:07:00,0.2,0.5,0.4,1.2,0.8,-999,-999,-999,-999,1068
RCdv,2005-12-03T11:00:00,8.9,11.9,0.5,24.9,0.8,-999,-999,-999,-999,61
DV00-0,2005-12-06T10:20:00,0,0,12.3,161.7,18.1,-999,-999,-999,-999,12966
DV00-1,2005-12-06T10:30:00,0,0.2,11.9,151.2,16.4,-999,-999,-999,-999,12749
DV00-2M,2005-12-06T10:35:00,67.7,0.5,19.3,219.4,21.9,-999,-999,-999,-999,19931
DV00-3,2005-12-06T10:40:00,1305.9,2.4,89.8,1701.7,127.8,-999,-999,-999,-999,50459
GV03,2005-12-12T09:50:00,0.7,0.1,0.7,17.4,0.6,-999,-999,-999,-999,1464
TE03,2005-12-13T10:30:00,1,653.9,1.1,682.7,0.5,-999,-999,-999,-999,1772
DV00,2005-12-14T09:20:00,0.3,0,12.3,109.6,17.2,-999,-999,-999,-999,13
TE03,2005-12-19T10:40:00,0,622.1,1,646.8,0.8,-999,-999,-999,-999,1711
SRI-WA02,2005-12-16T15:00:00,1,17,0.4,34.8,0,-999,-999,-999,0.1,2955
SRI-WM01,2005-12-19T10:10:00,0.7,0,0,31.6,0.1,-999,-999,-999,-999,1901
SRI-QU03,2005-12-13T15:45:00,0.3,1.4,0.7,22.9,0.7,-999,-999,-999,-999,3592
SRI-QU04,2005-12-13T16:20:00,0.3,0.9,1.5,20.9,2.1,-999,-999,-999,0.3,3843
SRI-CL00,2005-12-17T12:30:00,0.3,141.9,3.2,159.8,0.9,-999,-999,-999,-999,481
SRI-TC03,2005-12-15T11:05:00,0.4,0.1,0.4,24.2,0.1,-999,-999,-999,-999,5367
SRI-WA04,2005-12-15T14:55:00,0.4,1.4,2.4,20.7,2.2,-999,-999,-999,0.5,2319
SRI-LO03,2005-12-14T14:45:00,0.5,36,2.4,55.4,2.2,-999,-999,-999,-999,1995
SRI-WR01,2005-12-17T11:35:00,0.9,0.3,0.2,21,-0.1,-999,-999,-999,0.5,2956
SRI-AR03,2005-12-15T11:40:00,1.2,81,1.6,101.6,1.9,-999,-999,-999,-999,3019
SRI-WA02,2005-12-17T14:25:00,0.8,15.7,1.7,30.9,1.6,-999,-999,-999,-999,2268
SRI-VR01,2005-12-15T08:45:00,0.3,15.6,2.3,31.2,2.7,-999,-999,-999,15.7,2443
SRI-LO04,2005-12-14T13:35:00,0.4,0.7,2.1,28.4,3,-999,-999,-999,0.5,2508
SRI-QU02,2005-12-17T13:35:00,1.2,161.4,2.1,170,2.6,-999,-999,-999,-999,3198
SRI-VR03,2005-12-18T08:20:00,0.4,47.4,4.1,54.5,4.5,-999,-999,-999,22.9,2290
SRI-AR01,2005-12-15T10:15:00,1.2,30.5,0.6,49,1.1,-999,-999,-999,2.5,3695
SRI-SL03,2005-12-15T12:15:00,0.5,2.6,6.3,24,6.3,-999,-999,-999,0.8,2287
RCdv,2005-12-26T12:00:00,28.8,31,0.6,72.2,-0.1,-999,-999,-999,-999,18
MC47,2005-12-22T14:20:00,0.5,118.8,1.5,121.4,1.2,-999,-999,-999,-999,-999
AB31,2005-12-22T10:45:00,1.4,1.4,0.5,71.8,4.5,-999,-999,-999,-999,-999
AB44,2005-12-22T13:45:00,6.2,151,0.9,178.6,0.2,-999,-999,-999,-999,-999
MC46,2005-12-22T14:10:00,1.1,112.7,2.1,124.3,1.9,-999,-999,-999,-999,-999
MA40,2005-12-22T13:48:00,0,141.3,0.4,166.5,1.9,-999,-999,-999,-999,-999
TE03,2005-12-18T11:30:00,3.9,385.8,0.3,459.8,1.3,-999,-999,-999,-999,1297
TE03,2005-12-18T09:30:00,2.1,605.6,0.5,598.3,0.9,-999,-999,-999,-999,1716
TE03,2005-12-26T10:50:00,0.3,500.6,0.8,564.8,1.3,-999,-999,-999,-999,1589
DV00,2005-12-28T13:00:00,0.8,0,16.4,124.1,19.3,-999,-999,-999,-999,18576
DV00,2005-12-28T13:15:00,26.8,1.3,14.5,112,22.5,-999,-999,-999,-999,3318
DV02,2005-12-28T12:45:00,2.3,1.6,16.3,134.8,25.3,-999,-999,-999,-999,18545
DV04,2005-12-28T12:15:00,2.7,1.7,16.2,135.4,25.6,-999,-999,-999,-999,18697
DV05,2005-12-28T14:30:00,5,0.6,16.3,136.5,25.2,-999,-999,-999,-999,18480
DV10,2005-12-28T14:45:00,6.2,4.3,17.2,138.5,25.1,-999,-999,-999,-999,17678
SRI-JV01,2005-12-17T10:45:00,0.7,0.2,0,20,-0.4,-999,-999,-999,3,3153
RCdv,2005-12-31T15:15:00,4.6,4.3,0.3,15.8,0.1,-999,-999,-999,-999,24
RCdv,2006-01-02T12:00:00,2.8,5.9,0.5,19.8,0,-999,-999,-999,-999,14
GV03,2006-01-02T09:23:00,2.1,102.9,4,133.2,3.7,-999,-999,-999,6936,577
HO01,2006-01-02T08:40:00,0.3,38.5,0.4,65.7,0.6,-999,-999,-999,94,163
TE03,2006-01-02T19:00:00,0.9,333.1,6.9,366.3,8.2,-999,-999,-999,-999,724
TE03,2006-01-03T08:45:00,1.9,463.6,2.6,470.9,3.5,-999,-999,-999,-999,1089
MC81,2006-01-01T13:51:00,10.2,17.6,2.6,39.6,3.3,-999,-999,-999,-999,-999
MC81,2006-01-02T08:05:00,7.8,52.9,3.8,81.3,4.3,-999,-999,-999,-999,-999
LG30,2006-01-01T13:28:00,8.1,52.8,5.3,91.4,6.3,-999,-999,-999,-999,-999
LG30,2005-12-31T08:50:00,5.2,204.7,3.9,221.6,4.3,-999,-999,-999,-999,-999
MC81,2005-12-31T09:21:00,17.1,76.3,7.6,176,11.1,-999,-999,-999,-999,-999
MC46,2006-01-02T08:15:00,4.3,95.8,13.7,145.6,14.8,-999,-999,-999,-999,-999
LG30,2006-01-02T07:35:00,3.4,43.7,6.5,80.9,7.8,-999,-999,-999,-999,-999
MC46,2005-12-31T09:47:00,13.4,70.1,11.4,146.6,13.1,-999,-999,-999,-999,-999
MC81,2006-01-02T02:30:00,8.7,66.6,4.1,91.5,4.6,-999,-999,-999,-999,-999
MC46,2006-01-01T14:10:00,5.7,25.8,6,66.5,7,-999,-999,-999,-999,-999
LG30,2006-01-02T02:00:00,6,37.2,7.5,70.9,8.4,-999,-999,-999,-999,-999
MC46,2006-01-02T02:50:00,5.6,89.5,13.6,145.3,15.2,-999,-999,-999,-999,-999
TE03,2005-12-31T16:21:00,1.7,436.6,11.6,462.3,12,-999,-999,-999,-999,714
TE03,2005-12-31T17:10:00,2.7,487.1,12.9,502.3,12.3,-999,-999,-999,-999,759
TE03,2005-12-31T14:45:00,1.9,344,8.1,368.7,8.6,-999,-999,-999,-999,539
TE03,2005-12-31T13:40:00,3.7,314.4,10,341.9,9.9,-999,-999,-999,-999,501
TE03,2005-12-31T08:10:00,3.6,469.9,1.2,473.3,2.1,-999,-999,-999,-999,1731
TE03,2005-12-31T09:00:00,0.1,327.3,1.8,339.2,3.7,-999,-999,-999,-999,1221
TE03,2005-12-31T10:05:00,0.3,195.5,1.4,214.5,2.5,-999,-999,-999,-999,748
TE03,2005-12-31T10:50:00,1,130.8,1.2,149.2,2,-999,-999,-999,-999,495
TE03,2006-01-02T10:00:00,1.6,184.3,11.6,228.1,12.2,-999,-999,-999,-999,361
TE03,2006-01-02T08:25:00,1.4,247.6,17.1,283.9,17.8,-999,-999,-999,-999,395
TE03,2006-01-02T09:10:00,1.2,210.8,12.9,242.8,14.2,-999,-999,-999,-999,381
TE03,2006-01-01T13:20:00,0.7,556.8,3.2,555.2,4,-999,-999,-999,-999,1344
TE03,2006-01-01T14:05:00,0.3,111.8,3.1,155.3,3.8,-999,-999,-999,-999,353
TE03,2006-01-01T15:10:00,0.1,246.6,5,282.1,6.5,-999,-999,-999,-999,655
TE03,2006-01-01T16:00:00,0.6,260.6,5.5,296,7.1,-999,-999,-999,-999,807
TE03,2006-01-01T12:30:00,0.5,667.4,4.2,748.2,5.2,-999,-999,-999,-999,1528
TE03,2006-01-02T13:43:00,0.1,220.4,6.7,291.7,8.9,-999,-999,-999,-999,485
TE03,2006-01-02T15:52:00,0.1,227.4,5.5,262.9,8.2,-999,-999,-999,-999,545
GV03,2006-01-04T13:45:00,0.6,20.5,1.4,40.1,1.4,-999,-999,-999,2.5,1424
HO01,2006-01-02T09:44:00,0.4,61.9,0.6,95.9,0.7,-999,-999,-999,-999,203
HO01,2006-01-02T18:46:00,0.2,72.3,0.6,103.8,0.5,-999,-999,-999,-999,302
HO01,2006-01-02T21:46:00,0.3,63,0.7,89.3,0.5,-999,-999,-999,-999,375
HO01,2006-01-02T21:46:00,0.4,69.2,0.6,98.5,0.6,-999,-999,-999,-999,333
HO01,2006-01-03T00:46:00,0.1,56.8,0.6,79.2,0.7,-999,-999,-999,-999,440
HO01,2006-01-04T13:12:00,0.2,12.6,0.5,25.9,0.6,-999,-999,-999,-999,695
VR01,2006-01-07T12:04:00,4.9,121.4,4.4,141.6,4.4,-999,-999,-999,-999,-999
VR02,2006-01-07T11:17:00,6,128.4,4.7,146.6,4.8,-999,-999,-999,-999,-999
VR03,2006-01-07T10:34:00,6.4,129.1,4.3,150,4.2,-999,-999,-999,-999,-999
VR04,2006-01-07T12:03:00,2.3,54.6,1.6,85.8,2.1,-999,-999,-999,-999,-999
VR05,2006-01-07T11:03:00,7.7,19.8,2,67.8,3.6,-999,-999,-999,-999,-999
VR06,2006-01-07T09:34:00,0.7,108.4,1,118.9,0.6,-999,-999,-999,-999,-999
VR07,2006-01-07T11:57:00,1.8,154.3,1.5,178.1,1.7,-999,-999,-999,-999,-999
VR08,2006-01-07T10:47:00,0.8,66.3,3.1,101.1,3.3,-999,-999,-999,-999,-999
VR09,2006-01-07T09:57:00,0.7,167.2,1.9,177,2,-999,-999,-999,-999,-999
VR10,2006-01-07T10:57:00,0.4,384.8,0.4,381.9,0.3,-999,-999,-999,-999,-999
VR11,2006-01-07T10:03:00,0.2,124.7,0.5,130.2,0.2,-999,-999,-999,-999,-999
VR12,2006-01-07T09:43:00,0.2,31,0.5,38.5,0.3,-999,-999,-999,-999,-999
VR13,2006-01-07T09:56:00,0.3,12.4,0.5,25.3,0.5,-999,-999,-999,-999,-999
VR14,2006-01-07T10:56:00,0.2,4.5,0.4,12.2,0.8,-999,-999,-999,-999,-999
VR15,2006-01-07T11:56:00,1.8,4.3,0.5,15.1,0.3,-999,-999,-999,-999,-999
VR17,2006-01-07T12:57:00,0.6,285.1,1.2,296.5,1.3,-999,-999,-999,-999,-999
VR18,2006-01-07T06:10:00,0.3,0,0.3,6.3,0.3,-999,-999,-999,-999,-999
CS07,2006-01-08T11:20:00,4.3,149.7,12.4,178,14.5,-999,-999,-999,-999,-999
MY01,2006-01-08T10:46:00,0.2,27.3,0.5,50.3,0.7,-999,-999,-999,-999,-999
GA07,2006-01-08T04:10:00,0.4,0.2,0.3,9.1,0,-999,-999,-999,-999,-999
GS01,2006-01-08T12:05:00,17.3,194.1,2.1,292.2,3.4,-999,-999,-999,-999,-999
GS04,2006-01-08T12:14:00,12.8,71,1.3,114.8,1.8,-999,-999,-999,-999,-999
GS03,2006-01-08T12:07:00,19.8,115.5,3,170.8,4,-999,-999,-999,-999,-999
SP01,2006-01-08T11:57:00,0.1,242.5,2,260,1.9,-999,-999,-999,-999,-999
AT03,2006-01-08T10:28:00,1.3,154.4,15.6,202.7,15.9,-999,-999,-999,-999,-999
SJ07,2006-01-08T11:57:00,0.4,222.6,0,238.1,0.3,-999,-999,-999,-999,-999
TE03,2006-01-08T10:25:00,0.7,689.5,1.9,670.2,2.1,-999,-999,-999,-999,-999
GS02,2006-01-08T12:12:00,19.4,209.2,2.5,269.7,3.2,-999,-999,-999,-999,-999
GA05,2006-01-08T10:55:00,0.5,678.3,1.8,644.8,1.8,-999,-999,-999,-999,-999
AT02,2006-01-08T10:36:00,1.3,112.9,4.7,147.9,4.7,-999,-999,-999,-999,-999
SJ01,2006-01-08T11:07:00,0,212.7,0.5,224.2,0.6,-999,-999,-999,-999,-999
LC02,2006-01-08T11:27:00,0.6,530.2,2.6,519.6,2.7,-999,-999,-999,-999,-999
HO01,2006-01-11T14:24:00,0,0.5,0.2,11.2,0.3,-999,-999,-999,-999,876
HO01,2006-01-05T05:12:00,1.1,6.3,0.2,21.1,0.3,-999,-999,-999,-999,743
HO01,2006-01-07T05:12:00,0.5,0.3,0.2,14.4,0.4,-999,-999,-999,-999,803
HO01,2006-01-09T05:12:00,0.2,0.5,0.2,13.2,0.4,-999,-999,-999,-999,858
TE03,2006-01-11T10:50:00,0.4,115,1.4,637,1.9,-999,-999,-999,-999,1631
AB31,2006-01-12T10:00:00,16.9,253.4,0.8,314.6,2.1,-999,-999,-999,-999,-999
AB44,2006-01-12T10:15:00,24.1,211.8,1.1,271.2,1.4,-999,-999,-999,-999,-999
MC46,2006-01-12T11:16:00,0.3,129.6,1.8,152.4,1.7,-999,-999,-999,-999,-999
MC47,2006-01-12T11:27:00,0.4,137.1,1.1,158.3,1.5,-999,-999,-999,-999,-999
MA40,2006-01-12T10:25:00,0.4,169.7,0.5,202.5,2.3,-999,-999,-999,-999,-999
RCdv,2006-01-14T12:00:00,6.6,23.6,0,44.2,0.3,-999,-999,-999,-999,-999
TE03,2006-01-13T15:00:00,0.6,532.7,0.9,556.6,2,-999,-999,-999,-999,1640
TE03,2006-01-14T07:20:00,0.3,506.2,1,533.3,1.7,-999,-999,-999,-999,1548
TE03,2006-01-14T16:17:00,0.2,476.9,1,513.1,1.8,-999,-999,-999,-999,1487
TE03,2006-01-18T13:11:00,0,521.4,0.6,527.1,1.4,-999,-999,-999,-999,1589
HO01,2006-01-18T14:30:00,0.2,1.1,0,2.3,0,-999,-999,-999,-999,924
GV03,2006-01-18T15:18:00,0.2,0.1,0.3,26.6,0.8,-999,-999,-999,-999,1536
TE03,2006-01-24T20:40:00,0,172.7,0.1,1665.5,0.6,-999,-999,-999,-999,2576
HO01,2006-01-25T11:05:00,0.4,0.7,0.2,11.1,0.5,-999,-999,-999,-999,930
SC02,2006-01-28T10:45:00,0.8,2.2,0.9,21.5,1.4,-999,-999,-999,-999,1498
SC06,2006-01-28T13:25:00,0.3,216.5,0.7,231.4,1.1,-999,-999,-999,-999,1369
SC13,2006-01-28T16:40:00,0.4,13.2,1.3,30.7,2.5,-999,-999,-999,-999,683
SC04,2006-01-28T12:25:00,2.6,138.4,1.1,154.4,2,-999,-999,-999,-999,1421
SC10,2006-01-28T14:50:00,0.3,91.8,3.8,113.4,4.6,-999,-999,-999,-999,1121
GV03,2006-02-01T13:26:00,0.1,0.1,0.5,19.2,0.7,-999,-999,-999,-999,1531
TE03,2006-02-01T10:50:00,0.7,1424.9,0.1,1578.5,0.5,-999,-999,-999,-999,2538
VR14,2006-02-04T10:56:00,0.1,2,0.5,20.7,0.3,-999,-999,-999,-999,-999
VR04,2006-02-04T12:03:00,0.2,1.7,0.4,39.9,0.5,-999,-999,-999,-999,-999
VR08,2006-02-04T10:47:00,0.2,3,1.3,35.2,1.9,-999,-999,-999,-999,-999
VR13,2006-02-04T09:56:00,0.1,2.8,0,16.9,0.4,-999,-999,-999,-999,-999
VR06,2006-02-04T09:34:00,0.3,69.1,0.3,82,0.3,-999,-999,-999,-999,-999
VR09,2006-02-04T09:57:00,0.4,153.4,1.1,173,1.6,-999,-999,-999,-999,-999
VR07,2006-02-04T11:57:00,0.8,108.2,0.8,127.8,0.9,-999,-999,-999,-999,-999
VR03,2006-02-04T10:34:00,0.9,62.3,1,82.7,1.4,-999,-999,-999,-999,-999
VR17,2006-02-04T12:57:00,1.2,257.1,0.4,273.8,0.5,-999,-999,-999,-999,-999
VR01,2006-02-04T12:04:00,0.6,44.1,0.4,75.1,0.8,-999,-999,-999,-999,-999
VR18,2006-02-04T05:34:00,0.1,0,0.1,7.7,0.3,-999,-999,-999,-999,-999
VR15,2006-02-04T11:56:00,1,1.7,0.2,7.2,0.4,-999,-999,-999,-999,-999
VR02,2006-02-04T11:17:00,0.8,60.8,0.7,75.9,1.2,-999,-999,-999,-999,-999
VR10,2006-02-04T10:57:00,0.4,350.5,0.3,361.6,0.9,-999,-999,-999,-999,-999
CS07,2006-02-05T11:20:00,1.7,106.8,15,116.7,15.2,-999,-999,-999,-999,-999
GA07,2006-02-05T06:10:00,0.3,1.5,0.4,9.7,0,-999,-999,-999,-999,-999
AT02,2006-02-05T10:20:00,2.6,98.9,1.9,137.9,2.5,-999,-999,-999,-999,-999
AT03,2006-02-05T10:40:00,0.3,0,0.8,35.3,1.6,-999,-999,-999,-999,-999
TE03,2006-02-05T10:25:00,1.4,1403.5,0.3,1515.2,0.6,-999,-999,-999,-999,-999
GS03,2006-02-05T12:07:00,8.9,303.7,1,366.1,1.7,-999,-999,-999,-999,-999
GS01,2006-02-05T12:05:00,9.9,266.4,1,336.1,1.5,-999,-999,-999,-999,-999
SJ07,2006-02-05T11:57:00,1,262.1,0.1,282.8,0.3,-999,-999,-999,-999,-999
SP01,2006-02-05T11:57:00,0.4,23.4,0.2,53.7,0.6,-999,-999,-999,-999,-999
LC02,2006-02-05T11:27:00,0.3,677,0.7,723.8,1,-999,-999,-999,-999,-999
GA05,2006-02-05T10:55:00,2,1696.1,0.9,1909,1.4,-999,-999,-999,-999,-999
TE03,2006-02-07T13:10:00,0.2,1292.9,0,1366.8,0.7,-999,-999,-999,3.6,2464
AB31,2006-02-08T11:23:00,1,103.6,0.4,126.6,0.5,-999,-999,-999,-999,-999
AB44,2006-02-08T11:50:00,8,129.4,0.4,162.4,0.6,-999,-999,-999,-999,-999
AB81,2006-02-08T12:48:00,24.4,3.9,9.7,177.1,18.2,-999,-999,-999,-999,-999
MC46,2006-02-08T13:48:00,0.7,107.1,1.3,124,2.6,-999,-999,-999,-999,-999
MC47,2006-02-08T13:13:00,0.8,91.7,0.9,107.2,1.4,-999,-999,-999,-999,-999
MC81,2006-02-08T14:21:00,5.6,511.1,2.6,561.1,3.8,-999,-999,-999,-999,-999
MA40,2006-02-08T12:09:00,0.3,165.5,0.4,189.8,0.9,-999,-999,-999,-999,-999
SC02,2006-02-11T10:15:00,2.4,0.7,1.1,21.3,1.3,-999,-999,-999,-999,1518
SC04,2006-02-11T12:05:00,1,146.7,0.9,166.5,1.2,-999,-999,-999,-999,1467
SC06,2006-02-11T13:10:00,0.7,190,0.3,229.1,0.6,-999,-999,-999,-999,1360
SC08,2006-02-11T11:55:00,4.3,158.6,9.7,202.9,11.6,-999,-999,-999,-999,1265
SC10,2006-02-11T11:15:00,0.9,97.7,3.9,123.8,4.8,-999,-999,-999,-999,1105
SC13,2006-02-11T09:30:00,0.9,15,1.1,25.6,1.8,-999,-999,-999,-999,675
SC13,2006-02-11T09:35:00,0.8,15.3,1.3,29.6,1.7,-999,-999,-999,-999,672
TO04,2006-02-10T11:50:00,2.4,553.1,0.3,567.8,0.5,-999,-999,-999,-999,1193
TO00,2006-02-10T13:10:00,0.7,451.6,0.1,462.7,0.2,-999,-999,-999,-999,1627
TO01,2006-02-10T13:10:00,0,0,0.2,13.8,0.6,-999,-999,-999,-999,49248
WINCHESTER STREAM,2006-02-14T15:30:00,0,2357.5,0.5,2037,1.6,-999,-999,-999,2.4,2441
DV00,2006-02-14T15:40:00,2.8,115.3,5.1,103.7,2.7,-999,-999,-999,10.6,4361
