day,DO.obs,SpCond,turbidity,turbidity.capped,pH,tempwater,Q.cfs
2018-07-22,NA,NA,NA,NA,NA,NA,NA
2018-07-23,NA,NA,NA,NA,NA,NA,NA
2018-07-24,NA,NA,NA,NA,NA,NA,NA
2018-07-25,6.1122959278,373.691333336,2460.180588235294,901.7641666666667,NA,26.9787900834,NA
2018-07-26,6.4682039719111115,364.07613636363635,3915.8542188854167,771.1441666666667,NA,24.957520612916667,NA
2018-07-27,5.966107351193182,NA,4104.654324496875,752.75525037,7.8152,22.446832548645833,NA
2018-07-28,6.595475775854166,413.89894736842103,3732.0603975,870.4283277096774,7.943958333333334,23.73872017875,NA
2018-07-29,7.647598679947917,332.5083333333333,564.1325,564.1325,8.060208333333334,25.357051211770834,NA
2018-07-30,7.964855227791666,307.79791666666665,233.72457627118644,233.72457627118644,8.180208333333333,25.042353078125,NA
2018-07-31,6.405599696375,259.58229166666666,241.80119047619047,241.80119047619047,8.180104166666666,23.591571611041665,NA
2018-08-01,5.686996879322916,346.34791666666666,2328.313957625,487.8548148148148,8.0353125,24.107269310729166,NA
2018-08-02,5.49367184003125,302.196875,3505.7335085833333,1146.1671428571428,8.0215625,23.96360242697917,NA
2018-08-03,5.7952426340625,321.88958333333335,883.1223065416667,672.8301369863013,8.086770833333333,24.2017376265625,NA
2018-08-04,6.308167594791667,400.0541666666667,924.2965625,648.0417391304347,8.163229166666667,24.66602907625,NA
2018-08-05,6.266405055479167,447.92395833333336,231.941875,231.941875,8.195625,24.915455942604165,NA
2018-08-06,6.3113091828645835,455.66041666666666,133.75552083333332,133.75552083333332,8.2240625,24.933070308958335,NA
2018-08-07,6.30631747690625,396.5625,332.6965625,332.6965625,8.252395833333333,24.70339028729167,NA
2018-08-08,6.33971118759375,331.6645833333333,163.66057291666667,163.66057291666667,8.2890625,25.644901041666667,NA
2018-08-09,6.480709064979167,330.265625,119.75072916666667,119.75072916666667,8.315468749999999,24.679890625,NA
2018-08-10,6.2591027756875,325.9458333333333,526.6869270833333,236.55926829268293,8.248125,24.132354166666666,NA
2018-08-11,5.72473606971875,542.0838541666667,2280.443463753125,386.280057626,8.0559375,23.107463541666668,NA
2018-08-12,6.295733947104167,389.46458333333334,864.6403124999999,503.14777027027026,8.153645833333334,23.741614583333334,NA
2018-08-13,6.309908907802083,330.53125,154.06567708333333,154.06567708333333,8.235520833333334,24.134932291666665,NA
2018-08-14,6.3632505351875,329.20696202531644,98.118125,98.118125,8.249270833333334,24.294109375,NA
2018-08-15,6.255177630594595,330.50138888888887,77.65333333333334,77.65333333333334,8.241538461538461,NA,NA
2018-08-16,6.33974824812,319.04716981132077,NA,NA,8.14102353074,26.637075471698115,NA
2018-08-17,6.577426755945652,327.15625,NA,NA,8.226906979020834,25.144989583333334,NA
2018-08-18,NA,495.7084210526316,NA,NA,8.0838604092,24.806109375,NA
2018-08-19,6.500448651115789,383.8770833333333,NA,NA,8.16836732703125,23.704395833333333,NA
2018-08-20,6.642935189666667,334.946875,NA,NA,8.2388891676875,23.962822916666667,NA
2018-08-21,6.52795885234375,334.1635416666667,NA,NA,8.24451517503125,24.244666666666667,NA
2018-08-22,6.523541125552083,323.59375,NA,NA,8.17868284903125,23.382813888854166,NA
2018-08-23,6.257473215645834,379.67894736842106,NA,NA,7.8720171896875,23.015581944479166,NA
2018-08-24,6.383004191989583,359.046875,NA,NA,7.9994140303645835,23.294427083333332,NA
2018-08-25,6.360866003114583,336.64270833333336,NA,NA,8.063581704364584,23.846739583333335,NA
2018-08-26,6.16963966578125,334.9166666666667,NA,NA,7.9979577116875005,24.463239583333333,NA
2018-08-27,6.019871661770833,349.6177083333333,NA,NA,7.96545871903125,23.95990625,NA
2018-08-28,6.286405741125,361.78977272727275,NA,NA,8.057074309697917,23.51547252747253,NA
2018-08-29,6.39502315378125,338.64375,NA,NA,8.107231567010416,22.954619791666666,NA
2018-08-30,6.282755149770833,340.5083333333333,NA,NA,8.098274241020833,23.472817708333334,NA
2018-08-31,6.21892464578125,343.121875,NA,NA,8.108587748364583,23.844395833333333,NA
2018-09-01,6.320458725177083,341.68072916666665,NA,NA,8.09228667234375,21.986942708333334,NA
2018-09-02,6.483982381127659,351.05572916666665,NA,NA,8.0441683935,21.880729166666665,NA
2018-09-03,6.832916666666667,358.125,NA,NA,8.277892222604166,22.106692708333334,NA
2018-09-04,6.905729166666666,361.765625,NA,NA,8.311061507979167,22.528020833333333,NA
2018-09-05,6.97484375,358.18645833333335,NA,NA,8.420376626697916,23.123697916666668,NA
2018-09-06,6.8425,360.9838541666667,NA,NA,8.295108412083334,22.059166666666666,NA
2018-09-07,6.909791666666667,371.746875,NA,NA,8.228538114135416,22.598729166666665,NA
2018-09-08,6.919322916666666,355.04895833333336,NA,NA,8.344207399510417,23.466130208333333,NA
2018-09-09,6.886354166666667,352.0052083333333,NA,NA,8.3723246015625,23.532463541666665,NA
2018-09-10,7.002760416666667,351.85364583333336,NA,NA,8.365493886947917,23.164947916666666,NA
2018-09-11,7.009427083333334,353.8510416666667,NA,NA,8.41605900565625,23.154130208333335,NA
2018-09-12,7.0291145833333335,355.88385416666665,NA,NA,8.428030374364583,23.178791666666665,NA
2018-09-13,7.151875,357.75989583333336,NA,NA,8.44479340975,22.563791666666667,NA
2018-09-14,7.239270833333333,360.9427083333333,NA,NA,8.45848352846875,22.237973958333335,NA
2018-09-15,7.233020833333334,361.4203125,NA,NA,8.459256980520834,22.530921875,NA
2018-09-16,7.079739583333334,360.4661458333333,NA,NA,8.4456554325625,23.606614583333332,NA
2018-09-17,7.003697916666667,360.1609375,NA,NA,8.422053884614582,23.935588541666668,NA
2018-09-18,7.076458333333333,358.2083333333333,NA,NA,8.420066919989583,23.650296875,NA
2018-09-19,7.008385416666667,356.6510416666667,NA,NA,8.412767455385417,23.574104166666668,NA
2018-09-20,6.51578125,333.315625,NA,NA,8.20005132409375,22.130411458333334,NA
2018-09-21,7.383958333333333,355.04322916666666,NA,NA,8.304574776145833,20.885651041666666,NA
2018-09-22,7.36640625,356.32736842105265,NA,NA,8.39868156153125,21.571015625,NA
2018-09-23,7.394427083333333,355.0215789473684,NA,NA,8.423986263572917,21.217458333333333,NA
2018-09-24,7.5004687500000005,354.8078125,NA,NA,8.42965554896875,20.488885416666665,NA
2018-09-25,7.436354166666667,353.4190217391304,NA,NA,8.38657483434375,20.624567708333334,NA
